127.0.0.1 - - [18/Dec/2016:19:49:40 +0100] "GET / HTTP/1.1" 404 961
0:0:0:0:0:0:0:1 - - [18/Dec/2016:22:20:21 +0100] "GET /cardioSHARE/images/GenomeAlberta.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Dec/2016:22:20:21 +0100] "GET /cardioSHARE/images/GenomeCanada.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Dec/2016:22:20:21 +0100] "GET /cardioSHARE/images/CIHR.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Dec/2016:22:20:21 +0100] "GET /cardioSHARE/images/CANARIE.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Dec/2016:22:20:21 +0100] "GET /cardioSHARE/style/images/bgtop.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Dec/2016:22:20:21 +0100] "GET /cardioSHARE/style/images/bgbottom.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Dec/2016:22:20:21 +0100] "GET /cardioSHARE/style/images/bgedge.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Dec/2016:22:20:21 +0100] "GET /cardioSHARE/style/images/header.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Dec/2016:22:20:21 +0100] "GET /cardioSHARE/style/images/welcome.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Dec/2016:22:20:21 +0100] "GET /cardioSHARE/resources/LSRN.json HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Dec/2016:22:20:21 +0100] "GET /cardioSHARE/resources/props.json HTTP/1.1" 304 -
